company_fullname,tweet_text,favorite_count,created_at,hashtags,tweet_id,lang,urls,user_followers,user_screen_name,crawling_time
AIRASIA X,"RT @SFJ_JA22MC: エアアジアのスペマ、
アプリゲームの「ドールズフロントライン」がFUK初飛来
撮りたいと思ってたスペマの１つ
休みで良かった
左右でキャラクター違うのね
airasia X A330-300 9M-XXB(Dolls Front line Liv…",0,Wed Mar 27 21:54:44 +0000 2019,,1111023773270958080,ja,,263,yoshirin0150701,2019-03-31|20:12
AIRASIA X,"RT @SFJ_JA22MC: エアアジアのスペマ、
アプリゲームの「ドールズフロントライン」がFUK初飛来
撮りたいと思ってたスペマの１つ
休みで良かった
左右でキャラクター違うのね
airasia X A330-300 9M-XXB(Dolls Front line Liv…",0,Wed Mar 27 20:57:22 +0000 2019,,1111009339903344640,ja,,302,8tlk2hOgrBbWlpe,2019-03-31|20:12
AIRASIA X,"RT @SFJ_JA22MC: エアアジアのスペマ、
アプリゲームの「ドールズフロントライン」がFUK初飛来
撮りたいと思ってたスペマの１つ
休みで良かった
左右でキャラクター違うのね
airasia X A330-300 9M-XXB(Dolls Front line Liv…",0,Wed Mar 27 20:46:32 +0000 2019,,1111006614125858816,ja,,354,MT61QA,2019-03-31|20:12
AIRASIA X,"@AirAsia X considers returning to #Europe over the next two years – CEO: ""Bangkok base would be 'a natural hub' for such flights, as strong inbound demand from Europe to #Bangkok 'is very, very attractive'.""

@HelsinkiAirport #avgeek #Thailand #aviation
https://t.co/XIcCgSxSXu",0,Wed Mar 27 18:32:36 +0000 2019,"Europe,Bangkok,avgeek,Thailand,aviation",1110972907025510400,en,https://atwonline.com/airports-routes/airasia-x-considers-routes-europe-us-mainland?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+AtwDailyNews+%28ATW+Daily+News%29,26,EemilJ23,2019-03-31|20:12
AIRASIA X,"RT @SFJ_JA22MC: エアアジアのスペマ、
アプリゲームの「ドールズフロントライン」がFUK初飛来
撮りたいと思ってたスペマの１つ
休みで良かった
左右でキャラクター違うのね
airasia X A330-300 9M-XXB(Dolls Front line Liv…",0,Wed Mar 27 16:49:15 +0000 2019,,1110946896569204737,ja,,407,TO_RU_1999,2019-03-31|20:12
AIRASIA X,"AirAsia X considers routes to Europe, US mainland ... https://t.co/YuvEcWfJJn https://t.co/7vp2096zux",1,Wed Mar 27 16:30:52 +0000 2019,,1110942271745212416,en,http://tinyurl.com/yxovm34t,71188,ATWOnline,2019-03-31|20:12
AIRASIA X,"RT @SFJ_JA22MC: エアアジアのスペマ、
アプリゲームの「ドールズフロントライン」がFUK初飛来
撮りたいと思ってたスペマの１つ
休みで良かった
左右でキャラクター違うのね
airasia X A330-300 9M-XXB(Dolls Front line Liv…",0,Wed Mar 27 16:24:02 +0000 2019,,1110940550541144065,ja,,982,norakuroneko,2019-03-31|20:12
AIRASIA X,"RT @ChangTrixget: 📣 Thai AirAsia X เปิดเส้นทางบินใหม่! บินตรง จากดอนเมือง สู่ ""ฟุกุโอกะ"" ประเทศญี่ปุ่น ด้วยราคาเริ่มต้น 2,990 บาท/เที่ยว รว…",0,Wed Mar 27 16:06:41 +0000 2019,,1110936187194077184,th,,67,moddangnaka,2019-03-31|20:12
AIRASIA X,"RT @NorthComet8960: 2019.02.18 RJCC/CTS
Thai AirAsia X
AirbusA330-343E HS-XTF

この場所で撮った写真の中で一番のお気に入りは意外にもこれ。雲の感じとかとても好み。この条件で撮りたい機体は他にもあったけ…",0,Wed Mar 27 15:50:11 +0000 2019,,1110932034912813056,ja,,102,THEOHMWORTHY,2019-03-31|20:12
AIRASIA X,"Wednesday's #aviation #news including AirAsia X, Airbus finalizing details on potential #A321neoLR order , trivia &amp; more from the netAirspace Daily : https://t.co/bKSFJLmNhD",1,Wed Mar 27 12:53:09 +0000 2019,"aviation,news,A321neoLR",1110887482504171520,en,https://bit.ly/2HWTpnt,622,netAirspace,2019-03-31|20:12
AIRASIA X,"RT @SFJ_JA22MC: エアアジアのスペマ、
アプリゲームの「ドールズフロントライン」がFUK初飛来
撮りたいと思ってたスペマの１つ
休みで良かった
左右でキャラクター違うのね
airasia X A330-300 9M-XXB(Dolls Front line Liv…",0,Wed Mar 27 11:43:28 +0000 2019,,1110869944013488129,ja,,408,BADTZMARU16331,2019-03-31|20:12
AIRASIA X,"RT @SFJ_JA22MC: エアアジアのスペマ、
アプリゲームの「ドールズフロントライン」がFUK初飛来
撮りたいと思ってたスペマの１つ
休みで良かった
左右でキャラクター違うのね
airasia X A330-300 9M-XXB(Dolls Front line Liv…",0,Wed Mar 27 11:38:45 +0000 2019,,1110868759030317056,ja,,243,xxhani,2019-03-31|20:12
AIRASIA X,"RT @SFJ_JA22MC: エアアジアのスペマ、
アプリゲームの「ドールズフロントライン」がFUK初飛来
撮りたいと思ってたスペマの１つ
休みで良かった
左右でキャラクター違うのね
airasia X A330-300 9M-XXB(Dolls Front line Liv…",0,Wed Mar 27 10:19:31 +0000 2019,,1110848820152156160,ja,,1335,yunokunigo,2019-03-31|20:12
AIRASIA X,Highlight: AirAsia X blames ex-local partner on late payments to Nepal's airport - https://t.co/UUengEvTdK https://t.co/k0RpBx9bjq,4,Wed Mar 27 09:14:03 +0000 2019,,1110832344368209920,en,"http://theedgemarkets.com,https://u.theedgemarkets.com/r/558816",471659,theedgemarkets,2019-03-31|20:12
AIRASIA X,"AirAsia X blames ex-local partner on late payments to Nepal's airport

👇👇Clcik the link for details:
https://t.co/iRIMn0GSjR

Follow us for property updates!
#kltu #malaysia #property #kl",0,Wed Mar 27 09:13:06 +0000 2019,"kltu,malaysia,property,kl",1110832103153897473,en,http://zpr.io/gAJe2,2,latestpropmy,2019-03-31|20:12
AIRASIA X,"RT @ChangTrixget: 📣 Thai AirAsia X เปิดเส้นทางบินใหม่! บินตรง จากดอนเมือง สู่ ""ฟุกุโอกะ"" ประเทศญี่ปุ่น ด้วยราคาเริ่มต้น 2,990 บาท/เที่ยว รว…",0,Wed Mar 27 08:21:25 +0000 2019,,1110819095618834432,th,,43,Amayisnatty,2019-03-31|20:12
AIRASIA X,"RT @ChangTrixget: 📣 Thai AirAsia X เปิดเส้นทางบินใหม่! บินตรง จากดอนเมือง สู่ ""ฟุกุโอกะ"" ประเทศญี่ปุ่น ด้วยราคาเริ่มต้น 2,990 บาท/เที่ยว รว…",0,Wed Mar 27 07:56:55 +0000 2019,,1110812933057966080,th,,397,nay_env,2019-03-31|20:12
AIRASIA X,"RT @SFJ_JA22MC: エアアジアのスペマ、
アプリゲームの「ドールズフロントライン」がFUK初飛来
撮りたいと思ってたスペマの１つ
休みで良かった
左右でキャラクター違うのね
airasia X A330-300 9M-XXB(Dolls Front line Liv…",0,Wed Mar 27 07:16:23 +0000 2019,,1110802731126579200,ja,,3267,iuY0jx47oBZfIlO,2019-03-31|20:12
AIRASIA X,"RT @ChangTrixget: 📣 Thai AirAsia X เปิดเส้นทางบินใหม่! บินตรง จากดอนเมือง สู่ ""ฟุกุโอกะ"" ประเทศญี่ปุ่น ด้วยราคาเริ่มต้น 2,990 บาท/เที่ยว รว…",0,Wed Mar 27 06:48:03 +0000 2019,,1110795601602469888,th,,10,BTBWIN,2019-03-31|20:12
AIRASIA X,"RT @ChangTrixget: 📣 Thai AirAsia X เปิดเส้นทางบินใหม่! บินตรง จากดอนเมือง สู่ ""ฟุกุโอกะ"" ประเทศญี่ปุ่น ด้วยราคาเริ่มต้น 2,990 บาท/เที่ยว รว…",0,Wed Mar 27 06:09:17 +0000 2019,,1110785843914956800,th,,585,Chanann19,2019-03-31|20:12
AIRASIA X,"RT @ChangTrixget: 📣 Thai AirAsia X เปิดเส้นทางบินใหม่! บินตรง จากดอนเมือง สู่ ""ฟุกุโอกะ"" ประเทศญี่ปุ่น ด้วยราคาเริ่มต้น 2,990 บาท/เที่ยว รว…",0,Wed Mar 27 06:07:58 +0000 2019,,1110785513374400512,th,,307,FieLD13SJ,2019-03-31|20:12
AIRASIA X,"📣 Thai AirAsia X เปิดเส้นทางบินใหม่! บินตรง จากดอนเมือง สู่ ""ฟุกุโอกะ"" ประเทศญี่ปุ่น ด้วยราคาเริ่มต้น 2,990 บาท/เที่ยว รวมภาษีแล้ว⏰ สมาชิก BIG จองได้ก่อนใคร! ในวันพรุ่งนี้ 5 ทุ่ม
✅ https://t.co/J6BZmZ591X
📍 เริ่มจอง : 28 มี.ค. - 14 เม.ย. 62
📍 เดินทาง : 3 ก.ค. - 26 ต.ค. 62 https://t.co/pxWDh4hxay",2,Wed Mar 27 06:05:59 +0000 2019,,1110785016068333568,th,https://url.changreview.com/AXaU3,4542,ChangTrixget,2019-03-31|20:12
AIRASIA X,"RT @SFJ_JA22MC: エアアジアのスペマ、
アプリゲームの「ドールズフロントライン」がFUK初飛来
撮りたいと思ってたスペマの１つ
休みで良かった
左右でキャラクター違うのね
airasia X A330-300 9M-XXB(Dolls Front line Liv…",0,Wed Mar 27 05:34:38 +0000 2019,,1110777124686749696,ja,,640,t86ms9,2019-03-31|20:12
AIRASIA X,"2019.03.26(Tue) RJAA/NRT 
・【Aeroflot】SU261 R/W34L↑ B77W VQ-BQM 
・【EVA Air】BR197 R/W34L↑ B789 B-17881 
・【AirAsia X】XJ601 R/W34L↑ A333 HS-XTF 
・【Vanilla Air】JW103 R/W34L↑ A320 JA08VA 
@777_Flyar 、 @fsMsKkHexZjqUDq ありがとな！またよろしく～✌ https://t.co/IipA3xU8on",20,Wed Mar 27 01:52:48 +0000 2019,,1110721298185871362,ja,,656,matsuharu747,2019-03-31|20:12
AIRASIA X,"AirAsia X, Airbus finalizing details on potential A321neoLR orderAirAsia X is working with Airbus on details of a potential order for longer-range versions of the A321neo, with discussions covering issues such as configuration, quantity, timing and variant.

read more Link to ...",0,Wed Mar 27 01:30:33 +0000 2019,,1110715700707016704,en,,60,aeroclix,2019-03-31|20:12
AIRASIA X,"RT @SFJ_JA22MC: エアアジアのスペマ、
アプリゲームの「ドールズフロントライン」がFUK初飛来
撮りたいと思ってたスペマの１つ
休みで良かった
左右でキャラクター違うのね
airasia X A330-300 9M-XXB(Dolls Front line Liv…",0,Wed Mar 27 01:20:57 +0000 2019,,1110713285534347264,ja,,180,pOIk8sMTBo9NuBo,2019-03-31|20:12
AIRASIA X,"2019/03/27 FUK/RJFF
AirAsia X
Airbus A330-343 9M-XXB
Girls' Frontline Livery
#少女前线 #GirlsFrontline #ドールズフロントライン https://t.co/JLDBXEFpZb",13,Wed Mar 27 00:27:14 +0000 2019,"少女前线,GirlsFrontline,ドールズフロントライン",1110699765296033792,en,,1139,yadaboya,2019-03-31|20:12
AIRASIA X,"RT @SFJ_JA22MC: エアアジアのスペマ、
アプリゲームの「ドールズフロントライン」がFUK初飛来
撮りたいと思ってたスペマの１つ
休みで良かった
左右でキャラクター違うのね
airasia X A330-300 9M-XXB(Dolls Front line Liv…",0,Wed Mar 27 00:12:39 +0000 2019,,1110696094130827265,ja,,160,MgPooh,2019-03-31|20:12
AIRASIA X,"RT @SFJ_JA22MC: エアアジアのスペマ、
アプリゲームの「ドールズフロントライン」がFUK初飛来
撮りたいと思ってたスペマの１つ
休みで良かった
左右でキャラクター違うのね
airasia X A330-300 9M-XXB(Dolls Front line Liv…",0,Wed Mar 27 00:07:27 +0000 2019,,1110694787693211653,ja,,1101,dd_115Akizuki,2019-03-31|20:12
ALLIANCE BANK MALAYSIA,Jawatan Kosong di Alliance Bank Malaysia Berhad - 24 April 2019 https://t.co/UptrEtV0RY,0,Wed Mar 27 17:18:09 +0000 2019,,1110954171287724032,in,http://www.banyakjawatan.my/2019/03/jawatan-kosong-di-alliance-bank.html,189,banyakjawatan,2019-03-31|20:12
AEON CREDIT SERVICE,Lowongan Kerja PT AEON Credit Service Indonesia April 2019 https://t.co/X4FLWFWAUM https://t.co/gMuXfZ61Bl,0,Wed Mar 27 10:16:38 +0000 2019,,1110848092448964609,in,https://idlowker.com/lowongan-kerja-pt-aeon-credit-service-indonesia-april-2019/,1459,lokerindonesia_,2019-03-31|20:15
AEON CREDIT SERVICE,Lowongan Kerja PT AEON Credit Service Indonesia https://t.co/6rUoF8dfux,0,Wed Mar 27 00:04:10 +0000 2019,,1110693958307463168,in,https://goo.gl/fb/oTGqr1,2364,lokerjobindo,2019-03-31|20:15
AFFIN BANK,@ninaafiqah_ Affin bank? Affin ?heheheheheh,0,Wed Mar 27 11:49:02 +0000 2019,,1110871345875714050,tl,,383,andreanaysmn,2019-03-31|20:15
AFFIN BANK,@ninaafiqah_ mesti nama dia affin bank,0,Wed Mar 27 11:09:13 +0000 2019,,1110861324207050754,in,,472,mairahamizii,2019-03-31|20:15
AFFIN BANK,"#INFOCARADERMA BAGAIMANA UNTUK MENYUMBANG KE AKAUN MVM 
Setiap sumbangan boleh dibuat melalui akaun Pertubuhan Sukarelawan Muslim Malaysia seperti berikut :
1) Maybank (56480 164 7699)
2) CIMB Islamik (8602 5378 07)
3) Bank Islam (1230 0010 0030 65)
4)Affin Bank (1060 2003 8503) https://t.co/Q8hAD86Ygd",3,Wed Mar 27 07:12:57 +0000 2019,INFOCARADERMA,1110801868916064257,in,,9367,VolunteerMVM,2019-03-31|20:15
AFFIN BANK,"Sape jual nombor aku dekat scammer ni? Acah affin bank bagai.. 

Dear @affinbankberhad, this phone number are using your name to scame. https://t.co/chokeGq7Ia",2,Wed Mar 27 06:33:07 +0000 2019,,1110791844101644288,en,,442,amir_affendi,2019-03-31|20:15
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 16:45:18 +0000 2019,,1110945901785186304,en,,2586,tristupe,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 15:57:27 +0000 2019,,1110933860479467520,en,,5337,ardnie,2019-03-31|20:16
AIRASIA GROUP,"AirAsia Group eyes disruption in Southeast Asian air cargo sector - Channel NewsAsia
https://t.co/Vw3MZM8QJS",0,Wed Mar 27 15:05:04 +0000 2019,,1110920681263370240,en,https://www.channelnewsasia.com/news/business/airasia-group-eyes-disruption-in-southeast-asian-air-cargo-11385230,294,EmfiSecurities,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 14:58:25 +0000 2019,,1110919004464406529,en,,406,afis_farisxxvii,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 14:45:44 +0000 2019,,1110915815535079429,en,,1885,mikeyipdotcom,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 14:44:29 +0000 2019,,1110915499674595328,en,,1063,emmett_m8,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 14:40:14 +0000 2019,,1110914430705922048,en,,1941,kuihgulung,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 14:31:48 +0000 2019,,1110912307498872832,en,,8605,NadiaAzlan,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 14:20:18 +0000 2019,,1110909413299113986,en,,327,E710x,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 13:44:33 +0000 2019,,1110900414788984832,en,,112,mh7090,2019-03-31|20:16
AIRASIA GROUP,AirAsia Group eyes disruption in Southeast Asian air cargo sector https://t.co/hmsPvHidnn via @ChannelNewsAsia,0,Wed Mar 27 13:11:03 +0000 2019,,1110891986725171200,en,http://po.st/t9KdjM,16,SWNIntertrade,2019-03-31|20:16
AIRASIA GROUP,"RT @oracleopenworld: .@AirAsia Group CEO @tonyfernandes on spectacular failures, big chances, and the difference between brilliance and stu…",0,Wed Mar 27 12:15:24 +0000 2019,,1110877982707601413,en,,293,DeebbaAli,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 11:25:17 +0000 2019,,1110865369114263558,en,,544,ezypepper,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 09:29:33 +0000 2019,,1110836245435826176,en,,357,dameadenan,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 08:58:08 +0000 2019,,1110828338648514561,en,,359,HikaYasmin,2019-03-31|20:16
AIRASIA GROUP,AirAsia Group eyes disruption in Southeast Asian air cargo sector https://t.co/wiB0yKhKjH https://t.co/57UFWFWRD0,0,Wed Mar 27 08:30:08 +0000 2019,,1110821290548420608,en,https://cna.asia/2WqTWlD,912223,ChannelNewsAsia,2019-03-31|20:16
AIRASIA GROUP,"Maka bukan hanya AirAsia Indonesia yang mencabut penjualan tiketnya dari Traveloka, tapi AirAsia Group di enam negara—selain Indonesia yakni Malaysia, Jepang, India, Thailand, dan Filipina. #RakyatSengsara #GantiDirutGaruda https://t.co/RBd6IdgmWv",0,Wed Mar 27 08:08:54 +0000 2019,"RakyatSengsara,GantiDirutGaruda",1110815947206516737,in,,118,helenatagor123,2019-03-31|20:16
AIRASIA GROUP,"Maka bukan hanya AirAsia Indonesia yang mencabut penjualan tiketnya dari Traveloka, tapi AirAsia Group di enam negara—selain Indonesia yakni Malaysia, Jepang, India, Thailand, dan Filipina. #GantiDirutGaruda #RakyatSengsara",0,Wed Mar 27 07:00:16 +0000 2019,"GantiDirutGaruda,RakyatSengsara",1110798677415649280,in,,12,saraswatiameli1,2019-03-31|20:16
AIRASIA GROUP,"Maka bukan hanya AirAsia Indonesia yang mencabut penjualan tiketnya dari Traveloka, tapi AirAsia Group di enam negara—selain Indonesia yakni Malaysia, Jepang, India, Thailand, dan Filipina. #GantiDirutGaruda #RakyatSengsara",0,Wed Mar 27 07:00:14 +0000 2019,"GantiDirutGaruda,RakyatSengsara",1110798667395399681,in,,11,arifrah55958604,2019-03-31|20:16
AIRASIA GROUP,"Maka bukan hanya AirAsia Indonesia yang mencabut penjualan tiketnya dari Traveloka, tapi AirAsia Group di enam negara—selain Indonesia yakni Malaysia, Jepang, India, Thailand, dan Filipina. #GantiDirutGaruda #RakyatSengsara",0,Wed Mar 27 07:00:11 +0000 2019,"GantiDirutGaruda,RakyatSengsara",1110798655533907969,in,,13,AndresFaeyza,2019-03-31|20:16
AIRASIA GROUP,"Maka bukan hanya AirAsia Indonesia yang mencabut penjualan tiketnya dari Traveloka, tapi AirAsia Group di enam negara—selain Indonesia yakni Malaysia, Jepang, India, Thailand, dan Filipina. #GantiDirutGaruda #RakyatSengsara",0,Wed Mar 27 07:00:09 +0000 2019,"GantiDirutGaruda,RakyatSengsara",1110798644930707458,in,,14,ramaniyaclarin1,2019-03-31|20:16
AIRASIA GROUP,"Maka bukan hanya AirAsia Indonesia yang mencabut penjualan tiketnya dari Traveloka, tapi AirAsia Group di enam negara—selain Indonesia yakni Malaysia, Jepang, India, Thailand, dan Filipina. #GantiDirutGaruda #RakyatSengsara",0,Wed Mar 27 07:00:05 +0000 2019,"GantiDirutGaruda,RakyatSengsara",1110798628304510976,in,,15,ajengpramestir2,2019-03-31|20:16
AIRASIA GROUP,"RT @oracleopenworld: .@AirAsia Group CEO @tonyfernandes on spectacular failures, big chances, and the difference between brilliance and stu…",0,Wed Mar 27 06:54:56 +0000 2019,,1110797332881260544,en,,385,E_lighthouse,2019-03-31|20:16
AIRASIA GROUP,".@AirAsia Group CEO @tonyfernandes on spectacular failures, big chances, and the difference between brilliance and stupidity. Watch now! https://t.co/xrvDmuYvfw",6,Wed Mar 27 06:47:44 +0000 2019,,1110795520534994944,en,https://twitter.com/oracleopenworld/status/1110792367961890818,69466,oracleopenworld,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 06:37:35 +0000 2019,,1110792967508246529,en,,14,ziiozyx,2019-03-31|20:16
AIRASIA GROUP,"Buntut dari kejadian tersebut, AirAsia group menarik penjualan tiket atau suspend Traveloka secara permanen sejak hari ini. #GantiDirutGaruda #RakyatSengsara",0,Wed Mar 27 06:36:37 +0000 2019,"GantiDirutGaruda,RakyatSengsara",1110792723362017281,in,,15,ajengpramestir2,2019-03-31|20:16
AIRASIA GROUP,"Buntut dari kejadian tersebut, AirAsia group menarik penjualan tiket atau suspend Traveloka secara permanen sejak hari ini. #GantiDirutGaruda #RakyatSengsara",0,Wed Mar 27 06:36:34 +0000 2019,"GantiDirutGaruda,RakyatSengsara",1110792709583732736,in,,13,AndresFaeyza,2019-03-31|20:16
AIRASIA GROUP,"Buntut dari kejadian tersebut, AirAsia group menarik penjualan tiket atau suspend Traveloka secara permanen sejak hari ini. #GantiDirutGaruda #RakyatSengsara",0,Wed Mar 27 06:36:33 +0000 2019,"GantiDirutGaruda,RakyatSengsara",1110792706832265217,in,,14,ramaniyaclarin1,2019-03-31|20:16
AIRASIA GROUP,"Buntut dari kejadian tersebut, AirAsia group menarik penjualan tiket atau suspend Traveloka secara permanen sejak hari ini. #GantiDirutGaruda #RakyatSengsara",0,Wed Mar 27 06:36:29 +0000 2019,"GantiDirutGaruda,RakyatSengsara",1110792689610440704,in,,11,arifrah55958604,2019-03-31|20:16
AIRASIA GROUP,"Buntut dari kejadian tersebut, AirAsia group menarik penjualan tiket atau suspend Traveloka secara permanen sejak hari ini. #GantiDirutGaruda #RakyatSengsara",0,Wed Mar 27 06:36:28 +0000 2019,"GantiDirutGaruda,RakyatSengsara",1110792687504883717,in,,12,saraswatiameli1,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 05:59:04 +0000 2019,,1110783274488487936,en,,251,nxknjhh,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 05:13:40 +0000 2019,,1110771846608089088,en,,34,izamismail,2019-03-31|20:16
AIRASIA GROUP,"RT @JulieYooCNA: Our c-suite interview with #AirAsia Group CEO #TonyFernandes on #AsiaBusinessFirst - on his thoughts on #aviation safety,…",0,Wed Mar 27 04:29:05 +0000 2019,"AirAsia,TonyFernandes,AsiaBusinessFirst,aviation",1110760628602339329,en,,870,iwaaann28,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 04:12:30 +0000 2019,,1110756454259019776,en,,45521,hafizkenny,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 04:04:19 +0000 2019,,1110754396076277760,en,,157,nurjannie,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 04:02:38 +0000 2019,,1110753973655371776,en,,1611,ikhwan88,2019-03-31|20:16
AIRASIA GROUP,"Our c-suite interview with #AirAsia Group CEO #TonyFernandes on #AsiaBusinessFirst - on his thoughts on #aviation safety, fleet diversification in the wake of #737max saga, and embattled #MalaysiaAirlines 

Watch here: 
https://t.co/q7DUpwMutC
@ChannelNewsAsia @AdamBakhtiarCNA",3,Wed Mar 27 04:00:00 +0000 2019,"AirAsia,TonyFernandes,AsiaBusinessFirst,aviation,737max,MalaysiaAirlines",1110753308208037888,en,https://www.facebook.com/JulieYooCNAsg/videos/428826647921910/,1823,JulieYooCNA,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 03:40:07 +0000 2019,,1110748306555043845,en,,373,SofeaRasheeqa,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 03:17:18 +0000 2019,,1110742562103451650,en,,1014,JotterLog,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 03:14:48 +0000 2019,,1110741935143055360,en,,3470,azrayzul,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 03:12:48 +0000 2019,,1110741431889494016,en,,1267,baeuntuksaya,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 03:12:14 +0000 2019,,1110741289429925889,en,,146,rowanromano,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 03:11:44 +0000 2019,,1110741161839190016,en,,231,TheFakhru,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 03:04:46 +0000 2019,,1110739409328992256,en,,525,mizunohopkins,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 02:34:55 +0000 2019,,1110731898475601920,en,,2409,yusurisan,2019-03-31|20:16
AIRASIA GROUP,"RT @patricklsk: “AirAsia Group Bhd has asked Tribhuvan International Airport (TIA) in Kathmandu, Nepal to waive around Rs130 million (RM4.8…",0,Wed Mar 27 02:33:08 +0000 2019,,1110731447269101568,en,,305,UmarUkasyah,2019-03-31|20:16
